Album,Name,Artists,Remixers,Genre,Bpm,Key,Length,Catalog
"LTN, Arielle Maren - Momentum",Take You Higher(Original Mix),"LTN,ArielleMaren",,Trance,128,B♭ min,5:54,STM122
Estiva - Sun Goes Down,Sun Goes Down(Extended Mix),Estiva,,Trance,126,G♭ min,7:33,STM128
Thomas Mengel - Palladium,Palladium(Extended Mix),ThomasMengel,,Trance,128,G♭ min,6:16,STM125
"Ruben De Ronde, Muvy - Bliss",Bliss(Extended Mix),"RubenDeRonde,Muvy",,Trance,127,F maj,5:32,STM124
Perry O'Neil - Afterwards / The Secret,Afterwards(Extended Mix),PerryO'Neil,,ProgressiveHouse,125,D min,8:44,STM123
Perry O'Neil - Afterwards / The Secret,The Secret(Extended Mix),PerryO'Neil,,ProgressiveHouse,122,D min,6:21,STM123
Rodg - Flaked,Flaked(Extended Mix),Rodg,,Trance,128,G♭ maj,5:49,STM121
"Sound Quelle, Max Meyer - SoMa",SoMa(Extended Mix),"SoundQuelle,MaxMeyer",,Trance,128,A min,5:36,STM120
Duderstadt - Rumors,Rumors(Extended Mix),Duderstadt,,Trance,125,D maj,4:50,STM119
"Stendahl, Same K - Body Language",Body Language(Extended Mix),"Stendahl,SameK",,Trance,128,F min,4:43,STM118
"Stendahl, Same K - Body Language",Body Language(LTN Extended Remix),"Stendahl,SameK",LTN,Trance,123,C min,5:16,STM118
Estiva - Power Core / Stiekem,Power Core(Extended Mix),Estiva,,Trance,126,A min,8:08,STM117
Estiva - Power Core / Stiekem,Stiekem(Extended Mix),Estiva,,Techno,125,D min,8:35,STM117
"Danny Chen, Victoria RAY - Waiting For You",Waiting For You feat. Victoria Ray(Extended Mix),"DannyChen,VictoriaRAY",,Trance,128,A maj,5:25,STM116
"LTN, Arielle Maren - Lucky Star",Lucky Star(Extended Mix),"LTN,ArielleMaren",,Trance,123,A♭ maj,5:30,STM115
